"","Orthogroup.ID","AHRD.Descriptions","TAIR.Gene.s..Descriptions","Pfam.Domains","GO.Molecular.Functions","GO.Biological.Processes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Pn1.2294",3772,"Plant invertase/pectin methylesterase inhibitor superfamily protein [0.973]","Plant invertase/pectin methylesterase inhibitor superfamily protein","PMEI (PF04043) [1.000]","enzyme inhibitor activity (GO:0004857) [1.000] | pectinesterase activity (GO:0030599) [1.000]","NULL / Representative annotation below 0.1%",13.7768235279659,-4.00574736356232,0.900772111998093,34.6991221035454,1.41024853686352e-07,3.76629951760002e-07
"Pn1.2356",2076,"Mannose-1-phosphate guanyltransferase beta [0.654] | Mannose-1-phosphate guanyltransferase [0.346]","Glucose-1-phosphate adenylyltransferase family protein","NTP_transferase (PF00483) [1.000] | Hexapep (PF00132) [0.962]","nucleotidyltransferase activity (GO:0016779) [1.000]","biosynthetic process (GO:0009058) [1.000]",83.8136779577461,-3.56736271744672,0.349209728117566,162.679583318856,4.83982157527146e-35,8.72020715544505e-34
"Pn1.2390",1491,"Protein kinase superfamily protein [1.000]","Protein kinase superfamily protein","Pkinase (PF00069) [0.852] | Pkinase_Tyr (PF07714) [0.148]","protein kinase activity (GO:0004672) [1.000] | ATP binding (GO:0005524) [0.852]","protein phosphorylation (GO:0006468) [1.000]",778.905221856234,-1.88650262108698,0.15655667378477,565.403850665227,3.18419263411186e-122,8.57825309034087e-120
"Pn1.2447",5067,"Ubiquitin thioesterase otubain-like [1.000]","Unkown protein(s) / No TAIR description(s)","Peptidase_C65 (PF10275) [1.000]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",53.2722968269474,-1.57176880834533,0.301252425282404,150.776379806653,1.79177761748085e-32,2.78356612605191e-31
"Pn1.2449",5067,"Ubiquitin thioesterase otubain-like [1.000]","Unkown protein(s) / No TAIR description(s)","Peptidase_C65 (PF10275) [1.000]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",8.41250828043823,-3.58843411966976,1.15848981561748,41.7485868096856,4.53651941648063e-09,1.39287523747672e-08
"Pn1.2491",662,"11-beta-hydroxysteroid dehydrogenase 1A [0.611] | 11-beta-hydroxysteroid dehydrogenase-like 5 [0.222] | hydroxysteroid dehydrogenase 1 [0.067] | 11-beta-hydroxysteroid dehydrogenase-like 4A [0.044] | 11-beta-hydroxysteroid dehydrogenase-like 6 [0.022] | hydroxysteroid dehydrogenase 6 [0.022] | hydroxysteroid dehydrogenase 4 [0.011]","hydroxysteroid dehydrogenase 1 | hydroxysteroid dehydrogenase 6 | hydroxysteroid dehydrogenase 5 | hydroxysteroid dehydrogenase 7 | hydroxysteroid dehydrogenase 4","adh_short (PF00106) [0.978]","oxidoreductase activity (GO:0016491) [0.978]","metabolic process (GO:0008152) [0.978]",5.09960200846624,-5.1991507182523,1.33015204575139,41.6630331180849,4.73015137552007e-09,1.44975482243101e-08
"Pn1.2515",6715,"HORMA domain-containing protein 1 [0.926] | CTD small phosphatase-like protein 2 [0.037] | HORMA domain-containing protein 2 [0.037]","DNA-binding HORMA family protein","HORMA (PF02301) [1.000] | NIF (PF03031) [0.037]","protein binding (GO:0005515) [0.037]","NULL / Representative annotation below 0.1%",117.977557737849,-2.07576332780596,0.317428770466743,61.962751603106,2.23774979673235e-13,9.85863330934081e-13
"Pn1.2531",845,"serine hydroxymethyltransferase 4 [0.463] | serine hydroxymethyltransferase 7 [0.400] | serine hydroxymethyltransferase 6 [0.138]","serine hydroxymethyltransferase 7 | serine hydroxymethyltransferase 4 | Pyridoxal phosphate (PLP)-dependent transferases superfamily protein | serine hydroxymethyltransferase 6","SHMT (PF00464) [1.000] | HEAT (PF02985) [0.013] | IBN_N (PF03810) [0.013]","glycine hydroxymethyltransferase activity (GO:0004372) [1.000] | protein binding (GO:0005515) [0.013] | Ran GTPase binding (GO:0008536) [0.013]","L-serine metabolic process (GO:0006563) [1.000] | glycine metabolic process (GO:0006544) [1.000] | intracellular protein transport (GO:0006886) [0.013]",1479.06621299718,-2.12670308262002,0.173724681064754,218.770900282748,3.70176771173553e-47,1.21209992249623e-45
"Pn1.2579",14408,"4-coumarate:CoA ligase 2 [0.833] | 4-coumarate:CoA ligase 5 [0.167]","Unkown protein(s) / No TAIR description(s)","AMP-binding (PF00501) [1.000] | AMP-binding_C (PF13193) [1.000]","catalytic activity (GO:0003824) [1.000]","metabolic process (GO:0008152) [1.000]",133.229400499818,-3.88024574169419,0.557533748145997,53.5189360871699,1.42102975987352e-11,5.43733023445396e-11
"Pn1.2581",66,"myosin 1 [0.546] | myosin 2 [0.230] | myosin, putative [0.110] | myosin XI B [0.076] | myosin XI A [0.027] | myosin XI D [0.010]","Myosin family protein with Dil domain | P-loop containing nucleoside triphosphate hydrolases superfamily protein | myosin 2 | myosin 1 | myosin XI B | myosin, putative | myosin-like protein XIG | myosin XI A | myosin-like protein XIF | myosin XI D","Myosin_head (PF00063) [0.952] | IQ (PF00612) [0.897] | DIL (PF01843) [0.595] | Myosin_N (PF02736) [0.529] | Skp1 (PF01466) [0.003] | F-box (PF00646) [0.003] | NAM (PF02365) [0.003] | RVT_1 (PF00078) [0.003] | UBN2_3 (PF14244) [0.003] | RVT_2 (PF07727) [0.003]","ATP binding (GO:0005524) [0.952] | motor activity (GO:0003774) [0.952] | protein binding (GO:0005515) [0.897] | RNA binding (GO:0003723) [0.003] | DNA binding (GO:0003677) [0.003] | RNA-directed DNA polymerase activity (GO:0003964) [0.003]","ubiquitin-dependent protein catabolic process (GO:0006511) [0.003] | regulation of transcription, DNA-templated (GO:0006355) [0.003] | RNA-dependent DNA replication (GO:0006278) [0.003]",604.7321324735,-3.07624848045295,0.208145609497911,233.966810319634,1.91917385994969e-50,7.14765165224639e-49
"Pn1.2587",66,"myosin 1 [0.546] | myosin 2 [0.230] | myosin, putative [0.110] | myosin XI B [0.076] | myosin XI A [0.027] | myosin XI D [0.010]","Myosin family protein with Dil domain | P-loop containing nucleoside triphosphate hydrolases superfamily protein | myosin 2 | myosin 1 | myosin XI B | myosin, putative | myosin-like protein XIG | myosin XI A | myosin-like protein XIF | myosin XI D","Myosin_head (PF00063) [0.952] | IQ (PF00612) [0.897] | DIL (PF01843) [0.595] | Myosin_N (PF02736) [0.529] | Skp1 (PF01466) [0.003] | F-box (PF00646) [0.003] | NAM (PF02365) [0.003] | RVT_1 (PF00078) [0.003] | UBN2_3 (PF14244) [0.003] | RVT_2 (PF07727) [0.003]","ATP binding (GO:0005524) [0.952] | motor activity (GO:0003774) [0.952] | protein binding (GO:0005515) [0.897] | RNA binding (GO:0003723) [0.003] | DNA binding (GO:0003677) [0.003] | RNA-directed DNA polymerase activity (GO:0003964) [0.003]","ubiquitin-dependent protein catabolic process (GO:0006511) [0.003] | regulation of transcription, DNA-templated (GO:0006355) [0.003] | RNA-dependent DNA replication (GO:0006278) [0.003]",2726.5851556168,-3.91391857115461,0.211086210220001,340.554368170176,1.65524214027427e-73,1.39455700170299e-71
"Pn1.2601",530,"GDSL esterase/lipase [1.000]","GDSL-like Lipase/Acylhydrolase superfamily protein | Li-tolerant lipase 1","Lipase_GDSL (PF00657) [1.000]","hydrolase activity, acting on ester bonds (GO:0016788) [1.000]","lipid metabolic process (GO:0006629) [1.000]",2601.48600447819,-2.0069443816965,0.618927141728077,72.545170317175,1.21654488217845e-15,6.33183181966779e-15
"Pn1.2612",7572,"triglyceride lipases;triglyceride lipases [0.385] | Calcium-dependent lipid-binding (CaLB domain) family protein [0.269] | alpha/beta-Hydrolases superfamily protein [0.269] | Protein kinase superfamily protein [0.038] | cytochrome P450, family 706, subfamily A, polypeptide 4 [0.038]","triglyceride lipases;triglyceride lipases","Lipase_3 (PF01764) [0.846] | C2 (PF00168) [0.615] | RVT_1 (PF00078) [0.038] | Pkinase (PF00069) [0.038] | p450 (PF00067) [0.038]","triglyceride lipase activity (GO:0004806) [0.846] | protein binding (GO:0005515) [0.615] | iron ion binding (GO:0005506) [0.038] | RNA binding (GO:0003723) [0.038] | oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705) [0.038] | ATP binding (GO:0005524) [0.038] | heme binding (GO:0020037) [0.038] | protein kinase activity (GO:0004672) [0.038] | RNA-directed DNA polymerase activity (GO:0003964) [0.038]","lipid metabolic process (GO:0006629) [0.846] | protein phosphorylation (GO:0006468) [0.038] | oxidation-reduction process (GO:0055114) [0.038] | RNA-dependent DNA replication (GO:0006278) [0.038]",18.4469036106769,-1.69418702199674,0.478331888609067,23.2831552878663,3.52504816115261e-05,7.33135709921672e-05
"Pn1.2623",144,"Glycosyl hydrolase family protein [1.000]","Glycosyl hydrolase family protein","Glyco_hydro_3 (PF00933) [1.000] | Glyco_hydro_3_C (PF01915) [0.968] | ARGLU (PF15346) [0.005] | zf-C2H2 (PF00096) [0.005]","hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553) [1.000] | metal ion binding (GO:0046872) [0.005]","carbohydrate metabolic process (GO:0005975) [1.000]",19.5935016899412,-7.48202233048497,1.21581640450397,158.745203788582,3.4191468465503e-34,5.90735086890546e-33
"Pn1.2665",530,"GDSL esterase/lipase [1.000]","GDSL-like Lipase/Acylhydrolase superfamily protein | Li-tolerant lipase 1","Lipase_GDSL (PF00657) [1.000]","hydrolase activity, acting on ester bonds (GO:0016788) [1.000]","lipid metabolic process (GO:0006629) [1.000]",2326.35872305953,-2.18216642850611,0.597255697089673,80.7822479772272,2.08562119931929e-17,1.2406729837019e-16
"Pn1.2718",319,"cellulose synthase-like A3 [0.960] | cellulose synthase like [0.040]","Nucleotide-diphospho-sugar transferases superfamily protein | cellulose synthase-like A02 | cellulose synthase-like A01 | cellulose synthase like A11 | cellulose synthase-like A10 | cellulose synthase like A14 | cellulose synthase-like A3 | cellulose synthase like","Glyco_tranf_2_3 (PF13641) [1.000]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",149.0380698485,-3.97275585973021,0.38450033930514,118.539557389165,1.5920339280506e-25,1.65455316292438e-24
"Pn1.2741",7774,"tRNA pseudouridine synthase A [1.000]","Pseudouridine synthase family protein","PseudoU_synth_1 (PF01416) [1.000] | RVT_3 (PF13456) [0.040]","RNA binding (GO:0003723) [1.000] | pseudouridine synthase activity (GO:0009982) [1.000]","pseudouridine synthesis (GO:0001522) [1.000] | RNA modification (GO:0009451) [1.000]",151.457493586508,-2.2428780422251,0.287975188112624,79.4160422167441,4.0953270795086e-17,2.38478857503355e-16
"Pn1.2814",99,"Glycosyl hydrolase family protein [0.595] | beta-D-xylosidase 4 [0.151] | beta-xylosidase 2 [0.151] | beta-xylosidase 1 [0.082] | beta-xylosidase 3 [0.022]","Glycosyl hydrolase family protein | beta-xylosidase 1 | beta-xylosidase 2 | beta-D-xylosidase 4 | beta-xylosidase 3","Glyco_hydro_3_C (PF01915) [0.987] | Glyco_hydro_3 (PF00933) [0.983] | Fn3-like (PF14310) [0.841] | Peptidase_C48 (PF02902) [0.004] | eIF-5_eIF-2B (PF01873) [0.004] | Endosulfine (PF04667) [0.004]","hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553) [1.000] | cysteine-type peptidase activity (GO:0008234) [0.004] | translation initiation factor activity (GO:0003743) [0.004]","carbohydrate metabolic process (GO:0005975) [1.000] | translational initiation (GO:0006413) [0.004] | proteolysis (GO:0006508) [0.004]",5.99993112247877,-4.73710324401237,1.40505894289989,41.6891304676968,4.67022656537868e-09,1.43236412281946e-08
"Pn1.2815",99,"Glycosyl hydrolase family protein [0.595] | beta-D-xylosidase 4 [0.151] | beta-xylosidase 2 [0.151] | beta-xylosidase 1 [0.082] | beta-xylosidase 3 [0.022]","Glycosyl hydrolase family protein | beta-xylosidase 1 | beta-xylosidase 2 | beta-D-xylosidase 4 | beta-xylosidase 3","Glyco_hydro_3_C (PF01915) [0.987] | Glyco_hydro_3 (PF00933) [0.983] | Fn3-like (PF14310) [0.841] | Peptidase_C48 (PF02902) [0.004] | eIF-5_eIF-2B (PF01873) [0.004] | Endosulfine (PF04667) [0.004]","hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553) [1.000] | cysteine-type peptidase activity (GO:0008234) [0.004] | translation initiation factor activity (GO:0003743) [0.004]","carbohydrate metabolic process (GO:0005975) [1.000] | translational initiation (GO:0006413) [0.004] | proteolysis (GO:0006508) [0.004]",7.90131156409191,-2.88586429879922,1.27995658478156,25.3110311007919,1.32927579293056e-05,2.89917189858183e-05
"Pn1.2823",144,"Glycosyl hydrolase family protein [1.000]","Glycosyl hydrolase family protein","Glyco_hydro_3 (PF00933) [1.000] | Glyco_hydro_3_C (PF01915) [0.968] | ARGLU (PF15346) [0.005] | zf-C2H2 (PF00096) [0.005]","hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553) [1.000] | metal ion binding (GO:0046872) [0.005]","carbohydrate metabolic process (GO:0005975) [1.000]",53.0857115433136,-8.26436400265232,1.20460143178141,345.535413471885,1.38158026173578e-74,1.19533261491333e-72
"Pn1.2873",7460,"RNA polymerase II transcription factor B subunit 4 [0.923] | basal transcription factor complex subunit-related [0.038] | General transcription factor IIH subunit 3 [0.038]","basal transcription factor complex subunit-related","Tfb4 (PF03850) [1.000]","NULL / Representative annotation below 0.1%","nucleotide-excision repair (GO:0006289) [1.000] | regulation of transcription, DNA-templated (GO:0006355) [1.000]",175.650701017503,-4.64066821517385,0.402126476133549,180.196079946616,8.00058075598148e-39,1.80333731568941e-37
"Pn1.288",2273,"Transducin/WD40 repeat-like superfamily protein [0.720] | WD repeat-containing protein 82-B [0.200] | WD repeat-containing protein 82 [0.080]","Transducin/WD40 repeat-like superfamily protein","WD40 (PF00400) [0.980]","protein binding (GO:0005515) [0.980]","NULL / Representative annotation below 0.1%",19.4371234833169,-4.20893344917835,0.90815530756753,35.9251709763261,7.76619040951683e-08,2.12725057244543e-07
"Pn1.2882",6859,"Unkown protein / Representative AHRD below 0.1%","Unkown protein(s) / No TAIR description(s)","DRY_EERY (PF09750) [0.963]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",1061.00489763924,-2.44088356226231,0.212477599852607,149.577872139582,3.24957369935591e-32,4.97104116742681e-31
"Pn1.2916",2521,"Cupredoxin superfamily protein [1.000]","Cupredoxin superfamily protein","Cu_bind_like (PF02298) [0.915]","copper ion binding (GO:0005507) [0.915] | electron carrier activity (GO:0009055) [0.915]","NULL / Representative annotation below 0.1%",8.97887721200984,-6.14951527165529,1.33995993716735,44.7817206895304,1.02956940416195e-09,3.34999114003371e-09
"Pn1.2918",3378,"Peptidyl-prolyl cis-trans isomerase D [0.975] | Peroxidase superfamily protein [0.025]","peptidyl-prolyl cis-trans isomerase / cyclophilin-40 (CYP40) / rotamase","Pro_isomerase (PF00160) [1.000] | TPR_1 (PF00515) [0.650] | TPR_11 (PF13414) [0.575] | TPR_2 (PF07719) [0.400] | TPR_8 (PF13181) [0.075] | peroxidase (PF00141) [0.025]","peptidyl-prolyl cis-trans isomerase activity (GO:0003755) [1.000] | protein binding (GO:0005515) [0.725] | peroxidase activity (GO:0004601) [0.025] | heme binding (GO:0020037) [0.025]","protein folding (GO:0006457) [1.000] | oxidation-reduction process (GO:0055114) [0.025] | response to oxidative stress (GO:0006979) [0.025]",33.3269281908267,-4.43485343389583,0.66885120162853,94.9748500062829,1.86947792033938e-20,1.38040065051812e-19
"Pn1.2946",11732,"H(+)-ATPase 6 [0.357] | H(+)-ATPase 8 [0.214] | H(+)-ATPase 3 [0.143] | Calcium-transporting ATPase type 2C member 2 [0.071] | H(+)-ATPase 1 [0.071] | Calcium-transporting ATPase 1 [0.071] | Calcium-transporting ATPase type 2C member 1 [0.071]","Unkown protein(s) / No TAIR description(s)","Hydrolase (PF00702) [0.929] | E1-E2_ATPase (PF00122) [0.786] | Cation_ATPase_N (PF00690) [0.714] | Cation_ATPase_C (PF00689) [0.643]","metal ion binding (GO:0046872) [0.786] | nucleotide binding (GO:0000166) [0.786]","NULL / Representative annotation below 0.1%",32.1808880208725,-6.74715907306917,1.22691015958009,140.839700703626,2.49115989427516e-30,3.43374030770342e-29
"Pn1.2947",11732,"H(+)-ATPase 6 [0.357] | H(+)-ATPase 8 [0.214] | H(+)-ATPase 3 [0.143] | Calcium-transporting ATPase type 2C member 2 [0.071] | H(+)-ATPase 1 [0.071] | Calcium-transporting ATPase 1 [0.071] | Calcium-transporting ATPase type 2C member 1 [0.071]","Unkown protein(s) / No TAIR description(s)","Hydrolase (PF00702) [0.929] | E1-E2_ATPase (PF00122) [0.786] | Cation_ATPase_N (PF00690) [0.714] | Cation_ATPase_C (PF00689) [0.643]","metal ion binding (GO:0046872) [0.786] | nucleotide binding (GO:0000166) [0.786]","NULL / Representative annotation below 0.1%",54.785466321001,-7.50070502183416,1.19480515895617,343.893907730531,3.13181766549233e-74,2.69408177381453e-72
"Pn1.2963",6689,"DNA helicase MCM9 [0.857] | minichromosome maintenance (MCM2/3/5) family protein [0.036] | DNA replication licensing factor MCM2 [0.036] | DNA replication licensing factor MCM6 [0.036] | DNA replication licensing factor mcm2 [0.036]","minichromosome maintenance 9","MCM (PF00493) [0.964] | MCM_N (PF14551) [0.071] | RVT_1 (PF00078) [0.036]","ATP binding (GO:0005524) [0.964] | DNA binding (GO:0003677) [0.964] | RNA binding (GO:0003723) [0.036] | RNA-directed DNA polymerase activity (GO:0003964) [0.036]","DNA replication (GO:0006260) [0.964] | RNA-dependent DNA replication (GO:0006278) [0.036]",18.5826698947023,-4.77224701975317,1.09303108676204,69.9686809004057,4.33475920628148e-15,2.16089547579616e-14
"Pn1.2992",311,"cytochrome P450, family 78, subfamily A, polypeptide 6 [0.307] | cytochrome P450, family 78, subfamily A, polypeptide 7 [0.260] | cytochrome P450, family 78, subfamily A, polypeptide 5 [0.197] | cytochrome P450, family 78, subfamily A, polypeptide 10 [0.189] | cytochrome P450, family 78, subfamily A, polypeptide 8 [0.039] | Cytochrome P450 superfamily protein [0.008]","cytochrome p450 78a9 | cytochrome P450, family 78, subfamily A, polypeptide 8 | cytochrome P450, family 78, subfamily A, polypeptide 6 | cytochrome P450, family 78, subfamily A, polypeptide 5 | cytochrome P450, family 78, subfamily A, polypeptide 10 | cytochrome P450, family 78, subfamily A, polypeptide 7","p450 (PF00067) [1.000]","iron ion binding (GO:0005506) [1.000] | heme binding (GO:0020037) [1.000] | oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705) [1.000]","oxidation-reduction process (GO:0055114) [1.000]",389.146209133899,-2.0527990493877,0.373672924523125,290.758300837198,9.95014347889079e-63,5.83646616838718e-61
