Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A4IFP3	reviewed	FADS3_BOVIN	Fatty acid desaturase 3 (FADS3) (EC 1.14.19.-) (Delta(13) fatty acid desaturase) (Delta(13) desaturase)	FADS3	Bos taurus (Bovine)	443
A4KDP0	reviewed	D5FAD_REBSA	Acyl-lipid (8-3)-desaturase (EC 1.14.19.30) (AN Delta(5)-fatty-acid desaturase) (Acyl-lipid 5-desaturase) (Delta-5 desaturase)	D5Des	Rebecca salina (Marine microalga) (Pavlova salina)	425
A4KDP1	reviewed	D8FAD_REBSA	Acyl-lipid 8-desaturase (EC 1.14.19.-) (Delta-8 desaturase)	D8Des	Rebecca salina (Marine microalga) (Pavlova salina)	427
A8CDR5	reviewed	C80G2_COPJA	Corytuberine synthase (EC 1.14.19.51) (Cytochrome P450 80G2)	CYP80G2	Coptis japonica (Japanese goldthread)	486
B1NF18	reviewed	C719B_PAPSO	Salutaridine synthase (EC 1.14.19.67) (Cytochrome P450 719B1)	CYP719B1 SALSYN	Papaver somniferum (Opium poppy)	505
B1NF20	reviewed	C719E_ARGME	Cheilanthifoline synthase (CHS) (EC 1.14.19.65) (Cytochrome P450 719A14)	CYP719A14	Argemone mexicana (Mexican prickly poppy)	494
B2KKL4	reviewed	FAD1_SIGCA	Acyl-CoA Delta-6 desaturase (Delta-6 desaturase) (EC 1.14.19.3) (EC 1.14.19.44) (Delta(5)/Delta(6) fatty acid desaturase) (D5D/D6D fatty acid desaturase) (Delta-5/Delta-6 fatty acid desaturase) (FAD1) (Linoleoyl-CoA desaturase)	fad1	Siganus canaliculatus (White-spotted spinefoot) (Chaetodon canaliculatus)	443
B3M2R7	unreviewed	B3M2R7_DROAN	Desaturase 1, isoform A (EC 1.14.19.-) (Desaturase 1, isoform B) (Desaturase 1, isoform C)	Dana\Desat1 Dana\GF17961 dana_GLEANR_19223 Desat1 desat1 GF17961	Drosophila ananassae (Fruit fly)	383
B5UAQ8	reviewed	C7195_ESCCA	Cheilanthifoline synthase (CHS) (EC 1.14.19.65) (Cytochrome P450 719A5)	CYP719A5	Eschscholzia californica (California poppy)	490
B8R1K0	reviewed	FADS2_PAPAN	Acyl-CoA 6-desaturase (EC 1.14.19.3) (Delta-6 fatty acid desaturase) (Delta(6) desaturase) (Delta-6 desaturase) (Fatty acid desaturase 2)	FADS2	Papio anubis (Olive baboon)	444
C8V7U7	reviewed	SDEA_EMENI	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	sdeA AN4592 ANIA_04592	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	545
E3PZS2	reviewed	STAD2_OPHSP	Palmitoyl-[acyl-carrier-protein] 4-desaturase 2, chloroplastic (EC 1.14.19.11) (Acyl-[acyl-carrier-protein] desaturase 2) (Stearoyl-[acyl-carrier-protein] 9-desaturase 2) (Stearoyl-ACP desaturase 2) (EC 1.14.19.2)	SAD2	Ophrys sphegodes (Early spider orchid) (Arachnites aranifera)	376
E3VWI3	reviewed	PNTM_STRAE	Pentalenolactone synthase (EC 1.14.19.8) (Pentalenolactone biosynthesis protein M)	pntM	Streptomyces arenae	398
E3VWJ9	reviewed	PENM_STREX	Pentalenolactone synthase (EC 1.14.19.8) (Pentalenolactone biosynthesis protein M)	penM	Streptomyces exfoliatus (Streptomyces hydrogenans)	398
E9KBR8	reviewed	C9B16_SOYBN	Cytochrome P450 93B16 (EC 1.14.19.76) (Flavone synthase II) (GmFNSII)	CYP93B16 FNSII-1 GLYMA_12G067000	Glycine max (Soybean) (Glycine hispida)	527
F7J186	reviewed	NVD1_CIOIN	Cholesterol 7-desaturase nvd 1 (EC 1.14.19.21) (Neverland 1) (Nvd-Ci-1)	nvd-Ci-1	Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis)	470
F7J187	reviewed	NVD2_CIOIN	Cholesterol 7-desaturase nvd 2 (EC 1.14.19.21) (Neverland 2) (Nvd-Ci-2)	nvd-Ci-2	Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis)	452
G5ED44	reviewed	FAT5_CAEEL	Delta(9)-fatty-acid desaturase fat-5 (EC 1.14.19.-) (Fatty acid desaturase 5) (FAT-5) (Palmitoyl-CoA fatty acid desaturase)	fat-5 W06D12.3	Caenorhabditis elegans	333
G8BCQ2	unreviewed	G8BCQ2_CANPC	Acyl-CoA desaturase (EC 1.14.19.1)	OLE1 CPAR2_206900	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646) (Yeast) (Monilia parapsilosis)	486
G8FRC5	reviewed	MDPJ_AQUTE	Tert-butanol monooxygenase / tert-amyl alcohol desaturase oxygenase subunit (EC 1.14.13.229) (EC 1.14.19.48) (Rieske nonheme mononuclear iron oxygenase MdpJ)	mdpJ	Aquincola tertiaricarbonis	470
I1IUJ6	reviewed	C90A1_BRADI	3beta,22alpha-dihydroxysteroid 3-dehydrogenase (EC 1.14.19.79) ((22S,24R)-22-hydroxyergost-4-en-3-one synthase) (3-dehydro-6-deoxoteasterone synthase) (Cytochrome P450 90A1) (BdCYP90A1)	CYP90A1 BRADI_4g43110v3	Brachypodium distachyon (Purple false brome) (Trachynia distachya)	498
I1RFM2	reviewed	ERG3A_GIBZE	Delta(7)-sterol 5(6)-desaturase ERG3A (EC 1.14.19.20) (C-5 sterol desaturase ERG3A) (Ergosterol Delta(5,6) desaturase ERG3A) (Ergosterol biosynthetic protein 3A)	ERG3A FG02502 FGRAMPH1_01T06005	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	349
L7T8H2	reviewed	C719A_SINHE	Pluviatolide synthase (EC 1.14.19.72) (Cytochrome P450 family 719 subfamily A polypeptide 23)	CYP719A23 Phex30934	Sinopodophyllum hexandrum (Himalayan may apple) (Podophyllum hexandrum)	489
M9PC47	unreviewed	M9PC47_DROME	Infertile crescent, isoform B (EC 1.14.19.17)	ifc des DES-1 Des-1 des-1 Des1 des1 Dmel\CG9078 Ifc l(2)26Ab l(2)gdh-2 ms(2)04875 CG9078 Dmel_CG9078	Drosophila melanogaster (Fruit fly)	102
O02858	reviewed	SCD_PIG	Stearoyl-CoA desaturase (EC 1.14.19.1) (Acyl-CoA desaturase) (Delta(9)-desaturase) (Delta-9 desaturase) (Fatty acid desaturase)	SCD	Sus scrofa (Pig)	359
O59715	reviewed	DEGS_SCHPO	Sphingolipid delta(4)-desaturase (EC 1.14.19.17) (Delta 4-(E)-sphingolipid desaturase) (Dihydroceramide desaturase)	dsd1 SPBC3B8.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	362
O64698	reviewed	C7102_ARATH	Cytochrome P450 710A2 (EC 1.14.19.41) (C-22 sterol desaturase)	CYP710A2 At2g34490 F13P17.22	Arabidopsis thaliana (Mouse-ear cress)	499
O74212	reviewed	D5FAD_MORAP	Acyl-lipid (8-3)-desaturase (EC 1.14.19.30) (Delta(5) fatty acid desaturase) (Delta-5 fatty acid desaturase)	DES1	Mortierella alpina (Oleaginous fungus) (Mortierella renispora)	446
O88822	reviewed	SC5D_MOUSE	Lathosterol oxidase (EC 1.14.19.20) (C-5 sterol desaturase) (Delta(7)-sterol 5-desaturase) (Delta(7)-sterol C5(6)-desaturase) (Lathosterol 5-desaturase) (Sterol-C5-desaturase)	Sc5d Sc5dl	Mus musculus (Mouse)	299
O94523	reviewed	ACO1_SCHPO	Probable acyl-CoA desaturase (EC 1.14.19.1) (Delta(9)-desaturase) (Delta-9 desaturase) (Fatty acid desaturase) (Stearoyl-CoA desaturase)	SPCC1281.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	479
O96099	reviewed	FAD5B_DICDI	Acyl-lipid (8-3)-desaturase B (EC 1.14.19.30) (Delta(5) fatty acid desaturase B) (Delta-5 fatty acid desaturase B)	fadB des5-2 DDB_G0282147	Dictyostelium discoideum (Social amoeba)	467
P22243	reviewed	STAD_CARTI	Stearoyl-[acyl-carrier-protein] 9-desaturase, chloroplastic (Stearoyl-ACP desaturase) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase)		Carthamus tinctorius (Safflower)	396
P28645	reviewed	STAD_SPIOL	Stearoyl-[acyl-carrier-protein] 9-desaturase, chloroplastic (Stearoyl-ACP desaturase) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase)		Spinacia oleracea (Spinach)	399
P47195	reviewed	C80A1_BERST	Berbamunine synthase (EC 1.14.19.66) ((S)-N-methylcoclaurine oxidase [C-O phenol-coupling]) (CYPLXXX) (Cytochrome P450 80)	CYP80A1 CYP80	Berberis stolonifera (Barberry)	487
P48623	reviewed	FAD3E_ARATH	Acyl-lipid omega-3 desaturase (cytochrome b5), endoplasmic reticulum (EC 1.14.19.25) (Omega-3 fatty acid desaturase 3, endoplasmic reticulum)	FAD3 At2g29980 F23F1.10	Arabidopsis thaliana (Mouse-ear cress)	386
P48629	reviewed	FAD6C_SPIOL	Omega-6 fatty acid desaturase, chloroplastic (EC 1.14.19.23)	FAD6	Spinacia oleracea (Spinach)	447
P9WNZ5	reviewed	DESA2_MYCTU	Putative acyl-[acyl-carrier-protein] desaturase DesA2 (Putative acyl-ACP desaturase DesA2) (EC 1.14.19.-)	desA2 Rv1094	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	275
P9WNZ7	reviewed	DESA1_MYCTU	Putative acyl-[acyl-carrier-protein] desaturase DesA1 (Putative acyl-ACP desaturase DesA1) (EC 1.14.19.-)	desA1 des Rv0824c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	338
Q00707	reviewed	STCL_EMENI	Versicolorin B desaturase stcL (EC 1.14.19.n5) (Cytochrome P450 60B) (Cytochrome P450 monooxygenase stcL) (Sterigmatocystin biosynthesis cluster protein L)	stcL cyp60B AN11013	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	496
Q0II71	reviewed	DEGS2_BOVIN	Sphingolipid delta(4)-desaturase/C4-monooxygenase DES2 (EC 1.14.18.5) (EC 1.14.19.17) (Degenerative spermatocyte homolog 2) (Sphingolipid 4-desaturase) (Sphingolipid C4-monooxygenase)	DEGS2	Bos taurus (Bovine)	323
Q17938	reviewed	DAF36_CAEEL	Cholesterol 7-desaturase (EC 1.14.19.21) (Cholesterol desaturase daf-36) (Rieske oxygenase DAF-36/Neverland) (DAF-36/NVD)	daf-36 C12D8.5	Caenorhabditis elegans	428
Q1JUZ2	reviewed	NVD_BOMMO	Cholesterol 7-desaturase nvd (EC 1.14.19.21) (Neverland) (Nvd_Bm) (Rieske-domain protein Neverland)	nvd-Bm	Bombyx mori (Silk moth)	453
Q1T7C2	reviewed	C7111_SOLLC	Cytochrome P450 710A11 (EC 1.14.19.41) (C-22 sterol desaturase)	CYP710A11	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	501
Q2HWK7	reviewed	DES_CHLRE	Acyl-lipid omega-13 desaturase (CrDES) (EC 1.14.19.12) (Omega13 fatty acid desaturase)	DES CHLREDRAFT_182572	Chlamydomonas reinhardtii (Chlamydomonas smithii)	476
Q2KIA4	reviewed	SCD5_BOVIN	Stearoyl-CoA desaturase 5 (EC 1.14.19.1) (Acyl-CoA-desaturase 4) (Stearoyl-CoA 9-desaturase)	SCD5	Bos taurus (Bovine)	335
Q33DY0	reviewed	C81Q1_SESIN	(+)-piperitol/(+)-sesamin synthase CYP81Q1 (EC 1.14.19.74) (Cytochrome P450 81Q1) (Piperitol synthase CYP81Q1) (Sesamin synthase CYP81Q1)	CYP81Q1	Sesamum indicum (Oriental sesame) (Sesamum orientale)	506
Q41510	reviewed	PALAD_THUAT	Acyl-[acyl-carrier-protein] 6-desaturase (EC 1.14.19.26) (Palmitoyl-acyl carrier protein desaturase)		Thunbergia alata (Black-eyed Susan vine)	387
Q4G2T3	reviewed	DESAT_THAPS	Sphingolipid 10-desaturase (EC 1.14.19.19) (Fatty acid desaturase A) (TpdesA)	desA THAPS_22804	Thalassiosira pseudonana (Marine diatom) (Cyclotella nana)	515
Q4KCZ0	reviewed	PLTA_PSEF5	1H-pyrrole-2-carbonyl-[peptidyl-carrier protein] chlorinase (EC 1.14.19.56) (FADH2-dependent halogenase PltA)	pltA PFL_2787	Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5)	449
Q4R749	reviewed	FADS2_MACFA	Acyl-CoA 6-desaturase (EC 1.14.19.3) (Delta(6) fatty acid desaturase) (D6D) (Delta(6) desaturase) (Delta-6 desaturase) (Fatty acid desaturase 2)	FADS2 QtsA-16313	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	444
Q4WAW8	reviewed	FTME_ASPFU	Fumitremorgin C synthase (EC 1.14.19.71) (Cytochrome P450 monooxygenase ftmP450-2) (Fumitremorgin biosynthesis protein E)	ftmP450-2 ftmE AFUA_8G00220	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	526
Q4WDL3	reviewed	ERG3A_ASPFU	Delta(7)-sterol 5(6)-desaturas erg3A (EC 1.14.19.-) (C-5 sterol desaturase erg3A) (Ergosterol Delta(5,6) desaturase erg3A) (Ergosterol biosynthesis protein 3A) (Sterol-C5-desaturase erg3A)	erg3A AFUA_6G05140	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	352
Q4WIX5	reviewed	ERG3B_ASPFU	Delta(7)-sterol 5(6)-desaturase erg3B (EC 1.14.19.-) (C-5 sterol desaturase erg3B) (Ergosterol Delta(5,6) desaturase erg3B) (Ergosterol biosynthesis protein 3B) (Sterol-C5-desaturase erg3B)	erg3B AFUA_2G00320	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	335
Q50LH3	reviewed	C7192_ESCCA	(S)-stylopine synthase 1 (STS) (EC 1.14.19.64) (Cytochrome P450 719A2) (EcCYP719A2) (EcCYPB)	CYP719A2	Eschscholzia californica (California poppy)	495
Q54794	reviewed	DESA_ARTPT	Delta(12)-fatty-acid desaturase (EC 1.14.19.6)	desA	Arthrospira platensis (Spirulina platensis)	351
Q56VS4	reviewed	FAD3C_HELAN	sn-2 acyl-lipid omega-3 desaturase (ferredoxin), chloroplastic (EC 1.14.19.35) (Omega-3 fatty acid desaturase 7, chloroplastic) (HaFAD7)	FAD7	Helianthus annuus (Common sunflower)	443
Q59J82	reviewed	FAD3E_MORAP	Acyl-lipid omega-3 desaturase (cytochrome b5), endoplasmic reticulum (EC 1.14.19.25) (Omega-3 fatty acid desaturase 3, endoplasmic reticulum)	MAW3	Mortierella alpina (Oleaginous fungus) (Mortierella renispora)	403
Q5REA7	reviewed	FADS2_PONAB	Acyl-CoA 6-desaturase (EC 1.14.19.3) (Delta(6) fatty acid desaturase) (D6D) (Delta(6) desaturase) (Delta-6 desaturase) (Fatty acid desaturase 2)	FADS2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	444
Q64420	reviewed	SCD_MESAU	Stearoyl-CoA desaturase (EC 1.14.19.1) (Acyl-CoA desaturase) (Delta(9)-desaturase) (Delta-9 desaturase) (Fatty acid desaturase)	SCD FAR-17c	Mesocricetus auratus (Golden hamster)	354
Q68FB8	reviewed	DEGS1_XENTR	Sphingolipid delta(4)-desaturase DES1 (EC 1.14.19.17) (Degenerative spermatocyte homolog 1) (Dihydroceramide desaturase-1) (Retinol isomerase) (EC 5.2.1.-)	degs1 des1 TGas057c03.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	323
Q6DHJ3	reviewed	NVD_DANRE	Cholesterol 7-desaturase nvd (EC 1.14.19.21) (Protein neverland) (Nvd protein) (nvd-Dr)	nvd zgc:92275	Danio rerio (Zebrafish) (Brachydanio rerio)	460
Q6US81	reviewed	ACO11_SPOLI	Acyl-CoA Delta(11) desaturase (EC 1.14.19.5) (Acyl-CoA Delta-11 desaturase) (Delta(11)-desaturase) (SlsZ/E11)		Spodoptera littoralis (Egyptian cotton leafworm)	338
Q6VPV2	reviewed	D4FAD_DIALT	Acyl-lipid (7-3)-desaturase (EC 1.14.19.31) (Acyl-lipid 4-desaturase) (Delta-4 fatty acid desaturase)	Plesd1 des1	Diacronema lutheri (Unicellular marine alga) (Monochrysis lutheri)	445
Q6WNG7	reviewed	D4FAD_EUGGR	Acyl-lipid (7-3)-desaturase (EC 1.14.19.31) (Acyl-lipid 4-desaturase) (Delta-4 fatty acid desaturase)	D4	Euglena gracilis	541
Q75PL7	reviewed	DESAT_BOMMO	(11Z)-hexadec-11-enoyl-CoA conjugase (Bmpgdesat1) (EC 1.14.19.15) (Acyl-CoA Delta(11) desaturase) (EC 1.14.19.5) (Acyl-CoA Z11/delta10,12 desaturase)	desat1 BGIBMGA011563	Bombyx mori (Silk moth)	330
Q84UB8	reviewed	FADX_PUNGR	Bifunctional fatty acid conjugase/Delta(12)-oleate desaturase (PgFAC) (Delta(12)-acyl-lipid-conjugase FADX) (Delta(12)-linoleic acid (1,4)-acyl-lipid-desaturase) (Delta(12)-oleate desaturase) (EC 1.14.19.-) (Fatty acid conjugase) (Linoleoyl-lipid Delta(12) conjugase (11E,13Z-forming)) (EC 1.14.19.16)	FADX FAC	Punica granatum (Pomegranate)	395
Q84VY3	reviewed	STAD6_ARATH	Stearoyl-[acyl-carrier-protein] 9-desaturase 6, chloroplastic (Stearoyl-ACP desaturase 6) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase 6)	S-ACP-DES6 AAD6 SAD6 At1g43800 F28H19.7	Arabidopsis thaliana (Mouse-ear cress)	391
Q8GZC2	reviewed	FADX_VERFO	Bifunctional desaturase/conjugase FADX (Acyl-lipid (9+3)-(E)-desaturase) (EC 1.14.19.34) (Delta(12) acyl-lipid conjugase (11E,13E-forming)) (EC 1.14.19.33)		Vernicia fordii (Tung) (Aleurites fordii)	386
Q8ISS3	reviewed	ACO11_CHORO	Acyl-CoA Delta(11) desaturase (EC 1.14.19.5) (Acyl-CoA Delta-11 desaturase) (Delta(11)-desaturase) (Acyl-CoA Z/E11 desaturase)		Choristoneura rosaceana (Oblique banded leafroller)	335
Q8KHZ8	reviewed	REBH_LENAE	Flavin-dependent tryptophan halogenase RebH (EC 1.14.19.9)	rebH rbmJ	Lentzea aerocolonigenes (Lechevalieria aerocolonigenes) (Saccharothrix aerocolonigenes)	530
Q8S059	reviewed	STAD2_ORYSJ	Stearoyl-[acyl-carrier-protein] 9-desaturase 2, chloroplastic (Stearoyl-ACP desaturase 2) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase 2) (SSI2 homolog) (OsSSI2)	SSI2 Os01g0919900 LOC_Os01g69080 B1793G04.1 OsJ_04566 P0678F11.28	Oryza sativa subsp. japonica (Rice)	396
Q8S3C0	reviewed	D4FAD_THRSP	Acyl-lipid (7-3)-desaturase (EC 1.14.19.31) (Acyl-lipid 4-desaturase) (Delta-4 fatty acid desaturase)	Fad4	Thraustochytrium sp	519
Q8S3C1	reviewed	D5FAD_THRSP	Acyl-lipid (8-3)-desaturase (EC 1.14.19.30) (AN Delta(5)-fatty-acid desaturase) (Acyl-lipid 5-desaturase) (Delta-5 fatty acid desaturase)	Fad5	Thraustochytrium sp	439
Q948Y1	reviewed	C719A_COPJA	(S)-canadine synthase (EC 1.14.19.68) ((S)-tetrahydrocolumbamine oxidase (methylenedioxy-bridge-forming)) (Cytochrome P450 719A1)	CYP719A1	Coptis japonica (Japanese goldthread)	491
Q94IW5	reviewed	C90D2_ORYSJ	Cytochrome P450 90D2 (OsCYP90D2) (3-dehydro-6-deoxoteasterone synthase) (EC 1.14.19.-) (3-dehydroteasterone synthase) (EC 1.14.19.-) (C6-oxidase)	CYP90D2 D2 Os01g0197100 LOC_Os01g10040 P0419B01.11	Oryza sativa subsp. japonica (Rice)	490
Q9DEX7	reviewed	FADS2_DANRE	Acyl-CoA 6-desaturase (EC 1.14.19.3) (EC 1.14.19.44) (Delta(5)/Delta(6) fatty acid desaturase) (D5D/D6D fatty acid desaturase) (Delta-5/Delta-6 fatty acid desaturase) (Fatty acid desaturase 2)	fads2 fadsd6	Danio rerio (Zebrafish) (Brachydanio rerio)	444
Q9FPP7	reviewed	FAC2B_CALOF	Fatty acid conjugase FAC2 B (CoFac2) (EC 1.14.19.14) (CoFadX-1)	FAC2A	Calendula officinalis (Pot marigold)	372
Q9FPP8	reviewed	FAC2A_CALOF	Fatty acid conjugase FAC2 A (CoFac2) (EC 1.14.19.14) (CoFadX-1)	FAC2A	Calendula officinalis (Pot marigold)	374
Q9JJE7	reviewed	FADS3_MOUSE	Fatty acid desaturase 3 (FADS3) (EC 1.14.19.-) (Delta(13) fatty acid desaturase) (Delta(13) desaturase)	Fads3 MNCb-0629	Mus musculus (Mouse)	449
Q9LEN0	reviewed	ACET6_CERPU	Bifunctional delta 6-fatty acyl acetylenase/desaturase (CpAcet6) (EC 1.14.19.38) (EC 1.14.19.47)		Ceratodon purpureus (Fire moss) (Dicranum purpureum)	483
Q9LF04	reviewed	STAD1_ARATH	Stearoyl-[acyl-carrier-protein] 9-desaturase 1, chloroplastic (Stearoyl-ACP desaturase 1) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase 1)	S-ACP-DES1 AAD1 SAD1 At5g16240 T21H19_160	Arabidopsis thaliana (Mouse-ear cress)	394
Q9M879	reviewed	STAD5_ARATH	Stearoyl-[acyl-carrier-protein] 9-desaturase 5, chloroplastic (Stearoyl-ACP desaturase 5) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase 5)	S-ACP-DES5 AAD5 SAD5 At3g02630 F16B3.26	Arabidopsis thaliana (Mouse-ear cress)	396
Q9M880	reviewed	STAD4_ARATH	Stearoyl-[acyl-carrier-protein] 9-desaturase 4, chloroplastic (Stearoyl-ACP desaturase 4) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase 4)	S-ACP-DES4 AAD4 SAD4 At3g02620 F16B3.25	Arabidopsis thaliana (Mouse-ear cress)	403
Q9SWQ9	reviewed	SLD1_EUGGR	Delta(8)-fatty-acid desaturase (EFD1) (EC 1.14.19.4) (Acyl-lipid (11-3)-desaturase) (Delta(8)-sphingolipid desaturase)	efd1	Euglena gracilis	419
Q9TT94	reviewed	SCD_BOVIN	Stearoyl-CoA desaturase (EC 1.14.19.1) (Acyl-CoA desaturase) (Delta(9)-desaturase) (Delta-9 desaturase) (Fatty acid desaturase)	SCD	Bos taurus (Bovine)	359
Q9UW95	reviewed	AFLL_ASPPU	Versicolorin B desaturase (EC 1.14.19.n5) (Aflatoxin biosynthesis protein L)	aflL verB P875_00052996-1	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	500
Q9Y8H5	reviewed	FAD12_MORAP	Delta(12) fatty acid desaturase (EC 1.14.19.6) (Delta-12 fatty acid desaturase)		Mortierella alpina (Oleaginous fungus) (Mortierella renispora)	400
Q9ZNW2	reviewed	DES6_PHYPA	Acyl-lipid (9-3)-desaturase (EC 1.14.19.47)	DES6 PHYPADRAFT_164045	Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens)	525
Q9ZV28	reviewed	C7104_ARATH	Cytochrome P450 710A4 (EC 1.14.19.41) (C-22 sterol desaturase)	CYP710A4 At2g28860 F8N16.15	Arabidopsis thaliana (Mouse-ear cress)	493
A0A016SR65	unreviewed	A0A016SR65_9BILA	cholesterol 7-desaturase (EC 1.14.19.21)	Acey_s0189.g1175 Acey-daf-36 Y032_0189g1175	Ancylostoma ceylanicum	419
A0A058ZW94	unreviewed	A0A058ZW94_EUCGR	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	EUGRSUZ_L00008	Eucalyptus grandis (Flooded gum)	470
A0A059A5I0	unreviewed	A0A059A5I0_EUCGR	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	EUGRSUZ_K02580	Eucalyptus grandis (Flooded gum)	329
A0A059A6L0	unreviewed	A0A059A6L0_EUCGR	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	EUGRSUZ_K02583	Eucalyptus grandis (Flooded gum)	317
A0A059AU95	unreviewed	A0A059AU95_EUCGR	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	EUGRSUZ_H00296	Eucalyptus grandis (Flooded gum)	398
A0A059AU99	unreviewed	A0A059AU99_EUCGR	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	EUGRSUZ_H00301	Eucalyptus grandis (Flooded gum)	352
A0A059AUA5	unreviewed	A0A059AUA5_EUCGR	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	EUGRSUZ_H00306	Eucalyptus grandis (Flooded gum)	284
A0A059AUK4	unreviewed	A0A059AUK4_EUCGR	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	EUGRSUZ_H00297	Eucalyptus grandis (Flooded gum)	398
A0A059AUL1	unreviewed	A0A059AUL1_EUCGR	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	EUGRSUZ_H00307	Eucalyptus grandis (Flooded gum)	404
A0A059AV52	unreviewed	A0A059AV52_EUCGR	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	EUGRSUZ_H00295	Eucalyptus grandis (Flooded gum)	354
A0A059AV60	unreviewed	A0A059AV60_EUCGR	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	EUGRSUZ_H00305	Eucalyptus grandis (Flooded gum)	329
A0A059AVS1	unreviewed	A0A059AVS1_EUCGR	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	EUGRSUZ_H00294	Eucalyptus grandis (Flooded gum)	332
A0A059BUB1	unreviewed	A0A059BUB1_EUCGR	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	EUGRSUZ_F02743	Eucalyptus grandis (Flooded gum)	336
A0A061EF24	unreviewed	A0A061EF24_THECC	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	TCM_017405	Theobroma cacao (Cacao) (Cocoa)	394
A0A061EIK9	unreviewed	A0A061EIK9_THECC	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	TCM_019861	Theobroma cacao (Cacao) (Cocoa)	330
A0A061EJX5	unreviewed	A0A061EJX5_THECC	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	TCM_019858	Theobroma cacao (Cacao) (Cocoa)	457
A0A061EW18	unreviewed	A0A061EW18_THECC	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	TCM_023383	Theobroma cacao (Cacao) (Cocoa)	393
A0A061GTQ3	unreviewed	A0A061GTQ3_THECC	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	TCM_040800	Theobroma cacao (Cacao) (Cocoa)	312
A0A067E990	unreviewed	A0A067E990_CITSI	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	CISIN_1g016490mg	Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis)	388
A0A067FL83	unreviewed	A0A067FL83_CITSI	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	CISIN_1g016050mg	Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis)	396
A0A078FY22	unreviewed	A0A078FY22_BRANA	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	BnaC04g03030D DARMORV10_C04P04690.1 GSBRNA2T00002263001	Brassica napus (Rape)	399
