Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
P79760	reviewed	Cytochrome P450 1A4	9031	Gallus gallus	530	PF00067	51..510
P79761	reviewed	Cytochrome P450 1A5	9031	Gallus gallus	528	PF00067	49..511
P82711	reviewed	Probable cytochrome P450 6a19	7227	Drosophila melanogaster	503	PF00067	50..491
P82712	reviewed	Probable cytochrome P450 12d1 proximal, mitochondrial	7227	Drosophila melanogaster	521	PF00067	65..506
P82713	reviewed	Probable cytochrome P450 309a2	7227	Drosophila melanogaster	538	PF00067	71..512
P85191	reviewed	Cytochrome P450	4232	Helianthus annuus	155	PF00067	3..129
P90771	reviewed	Probable cytochrome P450 CYP36A1	6239	Caenorhabditis elegans	493	PF00067	28..487
P92994	reviewed	Trans-cinnamate 4-monooxygenase	3702	Arabidopsis thaliana	505	PF00067	34..497
P93147	reviewed	Isoflavone 2'-hydroxylase	46348	Glycyrrhiza echinata	499	PF00067	33..477
P93149	reviewed	Licodione synthase	46348	Glycyrrhiza echinata	523	PF00067	34..474
P93530	reviewed	Cytochrome P450 71D6	4108	Solanum chacoense	501	PF00067	32..480
P93531	reviewed	Cytochrome P450 71D7	4108	Solanum chacoense	500	PF00067	32..482
P93596	reviewed	Obtusifoliol 14-alpha demethylase	4565	Triticum aestivum	453	PF00067	3..427
P93703	reviewed	Cytochrome P450 71C3	4577	Zea mays	535	PF00067	58..505
P93846	reviewed	Obtusifoliol 14-alpha demethylase	4558	Sorghum bicolor	492	PF00067	42..466
P97720	reviewed	Cytochrome P450 11B1, mitochondrial	10036	Mesocricetus auratus	499	PF00067	42..489
P98181	reviewed	Cytochrome P450 1A1	143350	Pagrus major	515	PF00067	46..502
P98183	reviewed	Tabersonine 16-hydroxylase 1	4058	Catharanthus roseus	506	PF00067	38..487
P98187	reviewed	Cytochrome P450 4F8	9606	Homo sapiens	520	PF00067	52..502
P98188	reviewed	Cytochrome P450 94A2	3908	Vicia sativa	513	PF00067	41..493
P9WEP1	reviewed	Aspergilol synthase AuAP450	40382	Aspergillus ustus	548	PF00067	173..532
P9WEQ1	reviewed	Cytochrome P450 monooxygenase olcB	5083	Penicillium canescens	491	PF00067	52..481
P9WEQ6	reviewed	Cytochrome P450 monooxygenase olcG	5083	Penicillium canescens	493	PF00067	158..463
P9WEQ9	reviewed	Cytochrome P450 monooxygenase olcJ	5083	Penicillium canescens	527	PF00067	82..514
P9WER2	reviewed	Cytochrome P450 monooxygenase braC	327061	Annulohypoxylon truncatum	504	PF00067	165..481
P9WES3	reviewed	Cytochrome P450 monooxygenase MO6277	139061	Ascocoryne sarcoides	514	PF00067	53..504
P9WEV3	reviewed	Cytochrome P450 monooxygenase sttB	33178	Aspergillus terreus	530	PF00067	207..511
P9WEY9	reviewed	Cytochrome P450 monooxygenase oryQ	510516	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	170	PF00067	1..118
P9WPL0	reviewed	Cytochrome P450 144	83331	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	434	PF00067	243..408
P9WPL1	reviewed	Cytochrome P450 144	83332	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	434	PF00067	243..408
P9WPL2	reviewed	Putative cytochrome P450 143	83331	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	393	PF00067	206..313,328..390
P9WPL3	reviewed	Cytochrome P450 143	83332	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	393	PF00067	206..313,328..390
P9WPL4	reviewed	Steroid C26-monooxygenase	83331	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	372	PF00067	137..334
P9WPL5	reviewed	Steroid C26-monooxygenase	83332	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	398	PF00067	163..360
P9WPL6	reviewed	Putative cytochrome P450 141	83331	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	400	PF00067	207..367
P9WPL7	reviewed	Putative cytochrome P450 141	83332	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	400	PF00067	207..367
P9WPL8	reviewed	Putative cytochrome P450 140	83331	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	438	PF00067	224..402
P9WPL9	reviewed	Putative cytochrome P450 140	83332	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	438	PF00067	224..402
P9WPM0	reviewed	Putative cytochrome P450 139	83331	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	430	PF00067	16..405
P9WPM1	reviewed	Putative cytochrome P450 139	83332	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	430	PF00067	16..405
P9WPM2	reviewed	Putative cytochrome P450 138	83331	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	441	PF00067	41..416
P9WPM3	reviewed	Putative cytochrome P450 138	83332	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	441	PF00067	41..416
P9WPM4	reviewed	Putative cytochrome P450 137	83331	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	476	PF00067	70..465
P9WPM5	reviewed	Putative cytochrome P450 137	83332	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	476	PF00067	70..465
P9WPM6	reviewed	Putative cytochrome P450 136	83331	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	492	PF00067	62..466
P9WPM7	reviewed	Putative cytochrome P450 136	83332	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	492	PF00067	62..466
P9WPM8	reviewed	Putative cytochrome P450 135B1	83331	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	472	PF00067	10..432
P9WPM9	reviewed	Putative cytochrome P450 135B1	83332	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	472	PF00067	10..432
P9WPN0	reviewed	Putative cytochrome P450 135A1	83331	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	449	PF00067	10..419
P9WPN1	reviewed	Putative cytochrome P450 135A1	83332	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	449	PF00067	10..419
P9WPN2	reviewed	Putative cytochrome P450 132	83331	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	461	PF00067	45..443
P9WPN3	reviewed	Putative cytochrome P450 132	83332	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	461	PF00067	45..443
P9WPN4	reviewed	Cytochrome P450 130	83331	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	405	PF00067	279..375
P9WPN5	reviewed	Cytochrome P450 130	83332	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	405	PF00067	279..375
P9WPN6	reviewed	Beta-dihydromenaquinone-9 omega-hydroxylase	83331	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	489	PF00067	304..455
P9WPN7	reviewed	Beta-dihydromenaquinone-9 omega-hydroxylase	83332	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	489	PF00067	304..455
P9WPN8	reviewed	Putative cytochrome P450 126	83331	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	414	PF00067	220..384
P9WPN9	reviewed	Putative cytochrome P450 126	83332	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	414	PF00067	220..384
P9WPP0	reviewed	Steroid C26-monooxygenase	83331	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	433	PF00067	304..393
P9WPP1	reviewed	Steroid C26-monooxygenase	83332	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	433	PF00067	304..393
P9WPP2	reviewed	Methyl-branched lipid omega-hydroxylase	83331	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	428	PF00067	109..291,303..393
P9WPP3	reviewed	Methyl-branched lipid omega-hydroxylase	83332	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	428	PF00067	73..291,303..393
P9WPP4	reviewed	Putative cytochrome P450 123	83331	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	402	PF00067	205..372
P9WPP5	reviewed	Putative cytochrome P450 123	83332	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	402	PF00067	205..372
P9WPP6	reviewed	Mycocyclosin synthase	83331	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	396	PF00067	216..364
P9WPP7	reviewed	Mycocyclosin synthase	83332	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	396	PF00067	216..364
P9WPP8	reviewed	Sterol 14alpha-demethylase	83331	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	451	PF00067	17..440
P9WPP9	reviewed	Sterol 14alpha-demethylase	83332	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	451	PF00067	17..440
Q00441	reviewed	6-deoxyerythronolide B hydroxylase	405948	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	404	PF00067	175..372
Q00557	reviewed	Cytochrome P450 1A1	10036	Mesocricetus auratus	524	PF00067	44..497
Q00616	reviewed	Cytochrome P450 55A2	42744	Fusarium lichenicola	403	PF00067	177..373
Q00707	reviewed	Versicolorin B desaturase stcL	227321	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	496	PF00067	38..472
Q00714	reviewed	Cytochrome P450 monooxygenase stcS	227321	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	488	PF00067	24..442
Q01361	reviewed	Cytochrome P450 2D14	9913	Bos taurus	500	PF00067	37..496
Q01741	reviewed	Cytochrome P450 1A2	9031	Gallus gallus	258	PF00067	2..175
Q02315	reviewed	Lanosterol 14-alpha demethylase	4909	Pichia kudriavzevii	414	PF00067	2..413
Q02318	reviewed	Sterol 26-hydroxylase, mitochondrial	9606	Homo sapiens	531	PF00067	66..524
Q02928	reviewed	Cytochrome P450 4A11	9606	Homo sapiens	519	PF00067	52..502
Q04468	reviewed	Trans-cinnamate 4-monooxygenase	4233	Helianthus tuberosus	505	PF00067	34..496
Q04552	reviewed	Cytochrome P450 6B1	7146	Papilio polyxenes	498	PF00067	32..493
Q05047	reviewed	Secologanin synthase 1	4058	Catharanthus roseus	524	PF00067	93..497
Q05421	reviewed	Cytochrome P450 2E1	10090	Mus musculus	493	PF00067	33..489
Q05555	reviewed	Cytochrome P450 2A10	9986	Oryctolagus cuniculus	494	PF00067	34..490
Q05556	reviewed	Cytochrome P450 2A11	9986	Oryctolagus cuniculus	494	PF00067	34..490
Q05JG2	reviewed	Abscisic acid 8'-hydroxylase 1	39947	Oryza sativa subsp. japonica	471	PF00067	40..443
Q06069	reviewed	Cytochrome P450(MEG)	1404	Priestia megaterium	410	PF00067	35..379
Q06367	reviewed	Cytochrome P450 1A1	10141	Cavia porcellus	516	PF00067	36..489
Q07217	reviewed	Cholesterol side-chain cleavage enzyme, mitochondrial	8022	Oncorhynchus mykiss	514	PF00067	63..506
Q078T0	reviewed	3-hydroxyphenylacetate 6-hydroxylase	162425	Emericella nidulans	517	PF00067	50..503
Q07973	reviewed	1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial	9606	Homo sapiens	514	PF00067	59..503
Q08078	reviewed	Cytochrome P450 2C25	10036	Mesocricetus auratus	490	PF00067	30..487
Q08477	reviewed	Cytochrome P450 4F3	9606	Homo sapiens	520	PF00067	52..504
Q08D50	reviewed	Cytochrome P450 26B1	8364	Xenopus tropicalis	511	PF00067	50..472
Q09128	reviewed	1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial	10116	Rattus norvegicus	514	PF00067	59..505
Q09653	reviewed	Putative cytochrome P450 CYP13A10	6239	Caenorhabditis elegans	519	PF00067	32..502
Q09660	reviewed	Probable cytochrome P450 CYP44	6239	Caenorhabditis elegans	489	PF00067	34..478
Q09736	reviewed	Lanosterol 14-alpha demethylase erg11	284812	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	495	PF00067	37..488
Q09J78	reviewed	Abscisic acid 8'-hydroxylase 2	39946	Oryza sativa subsp. indica	506	PF00067	52..466
Q09J79	reviewed	Abscisic acid 8'-hydroxylase 1	39946	Oryza sativa subsp. indica	471	PF00067	40..443
Q0C8A1	reviewed	Cytochrome P450 monooxygenase trt6	341663	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	489	PF00067	189..468
Q0C8M4	reviewed	Dihydromonacolin L monooxygenase LovA	341663	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	528	PF00067	150..498
Q0CJ54	reviewed	Cytochrome P450 monooxygenase atG	341663	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	129	PF00067	20..106
Q0CJ57	reviewed	Cytochrome P450 monooxygenase atE	341663	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	467	PF00067	1..423
Q0CJD0	reviewed	Cytochrome P450 monooxygenase pgmC	341663	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	532	PF00067	42..212,277..463
Q0CRQ3	reviewed	Cytochrome P450 monooxygenase ATEG_03631	341663	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	492	PF00067	49..481
Q0CRW7	reviewed	Cytochrome P450 monooxygenase sttB	341663	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	530	PF00067	207..509
Q0CS60	reviewed	Bimodular acetylaranotin synthesis protein ataTC	341663	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	718	PF00067	291..695
Q0CS63	reviewed	Cytochrome P450 monooxygenase ataF	341663	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	489	PF00067	164..478
Q0CS66	reviewed	Cytochrome P450 monooxygenase ataY	341663	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	228	PF00067	10..209
Q0CS90	reviewed	Cytochrome P450 monooxygenase tazI	341663	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	489	PF00067	38..459
Q0CZG8	reviewed	Cytochrome P450 monooxygenase pytD	341663	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	378	PF00067	34..349
Q0D1W9	reviewed	Self-sufficient cytochrome P450 monooxygenase CYP505E3	341663	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	1050	PF00067	9..452
Q0DBF4	reviewed	Ent-sandaracopimaradiene 3-hydroxylase	39947	Oryza sativa subsp. japonica	510	PF00067	44..491
Q0DS59	reviewed	Cytochrome P450 714B2	39947	Oryza sativa subsp. japonica	532	PF00067	107..510
Q0IIF9	reviewed	Cytochrome P450 2U1	9913	Bos taurus	543	PF00067	102..538
Q0J185	reviewed	Abscisic acid 8'-hydroxylase 3	39947	Oryza sativa subsp. japonica	500	PF00067	45..456
Q0JF01	reviewed	9-beta-pimara-7,15-diene oxidase	39947	Oryza sativa subsp. japonica	502	PF00067	36..476
Q0JFI2	reviewed	Cytochrome P450 93G1	39947	Oryza sativa subsp. japonica	516	PF00067	44..499
Q0PHS9	reviewed	9-divinyl ether synthase	4072	Capsicum annuum	478	PF00067	303..405
Q0S7M1	reviewed	Steroid C26-monooxygenase	101510	Rhodococcus jostii (strain RHA1)	471	PF00067	339..429
Q0UK49	reviewed	Cytochrome P450 monooxygenase sthF	321614	Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173)	513	PF00067	67..498
Q0UK51	reviewed	Cytochrome P450 monooxygenase sthD	321614	Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173)	475	PF00067	37..446
Q0V6Q8	reviewed	Cytochrome P450 monooxygenase phmB	321614	Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173)	598	PF00067	325..592
Q0WQ07	reviewed	Cytochrome P450 705A1	3702	Arabidopsis thaliana	513	PF00067	40..489
Q0WTF4	reviewed	Cytochrome P450 81F3	3702	Arabidopsis thaliana	501	PF00067	32..478
Q12573	reviewed	Cytochrome P450 52E2	29830	Candida apicola	519	PF00067	99..483
Q12581	reviewed	Cytochrome P450 52A5	5479	Candida maltosa	526	PF00067	92..499
Q12585	reviewed	Cytochrome P450 52D1	5479	Candida maltosa	505	PF00067	77..468
Q12586	reviewed	Cytochrome P450 52A9	5479	Candida maltosa	521	PF00067	89..497
Q12587	reviewed	Cytochrome P450 52C2	5479	Candida maltosa	510	PF00067	112..480
Q12588	reviewed	Cytochrome P450 52A10	5479	Candida maltosa	519	PF00067	95..490
Q12589	reviewed	Cytochrome P450 52A11	5479	Candida maltosa	519	PF00067	85..495
Q12599	reviewed	Cytochrome P450 55A3	42744	Fusarium lichenicola	408	PF00067	196..376
Q12608	reviewed	Cytochrome P450 monooxygenase stcB	227321	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	517	PF00067	82..481
Q12609	reviewed	Cytochrome P450 monooxygenase stcF	227321	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	483	PF00067	29..455
Q12612	reviewed	Cytochrome P450 monooxygenase TRI4	5514	Fusarium sporotrichioides	520	PF00067	62..497
Q12645	reviewed	Pisatin demethylase	2747968	Fusarium vanettenii	515	PF00067	57..502
Q12664	reviewed	Eburicol 14-alpha-demethylase	40296	Penicillium italicum	515	PF00067	46..505
Q12732	reviewed	Averantin hydroxylase	1403190	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	495	PF00067	40..469
Q14T82	reviewed	Lauric acid 10-hydroxylase	4102	Petunia hybrida	573	PF00067	33..281,456..558
Q15FB4	reviewed	Cytochrome P450 monooxygenase ltmQ	73839	Epichloe festucae var. lolii	537	PF00067	97..523
Q15FB5	reviewed	Cytochrome P450 monooxygenase ltmP	73839	Epichloe festucae var. lolii	498	PF00067	158..463
Q15FB6	reviewed	Cytochrome P450 monooxygenase ltmJ	73839	Epichloe festucae var. lolii	525	PF00067	170..512
Q16647	reviewed	Prostacyclin synthase	9606	Homo sapiens	500	PF00067	269..491
Q16678	reviewed	Cytochrome P450 1B1	9606	Homo sapiens	543	PF00067	51..519
Q16696	reviewed	Cytochrome P450 2A13	9606	Homo sapiens	494	PF00067	34..490
Q16850	reviewed	Lanosterol 14-alpha demethylase	9606	Homo sapiens	509	PF00067	71..498
Q1JPY5	reviewed	Lanosterol 14-alpha demethylase	7955	Danio rerio	499	PF00067	54..486
Q1PS23	reviewed	Amorpha-4,11-diene 12-monooxygenase	35608	Artemisia annua	495	PF00067	41..487
Q1T7C2	reviewed	Cytochrome P450 710A11	4081	Solanum lycopersicum	501	PF00067	38..462
Q1ZXA1	reviewed	Cytochrome P450 monooxygenase 521A1	44689	Dictyostelium discoideum	491	PF00067	34..484
Q1ZXA4	reviewed	Probable cytochrome P450 508D1	44689	Dictyostelium discoideum	482	PF00067	33..479
Q1ZXC4	reviewed	Probable cytochrome P450 514A2	44689	Dictyostelium discoideum	500	PF00067	37..494
Q1ZXF3	reviewed	Probable cytochrome P450 517A2	44689	Dictyostelium discoideum	510	PF00067	31..496
Q1ZXF5	reviewed	Probable cytochrome P450 508A4	44689	Dictyostelium discoideum	501	PF00067	33..490
Q1ZXG3	reviewed	Probable cytochrome P450 522A1	44689	Dictyostelium discoideum	489	PF00067	32..466
Q1ZXG6	reviewed	Probable cytochrome P450 513A1	44689	Dictyostelium discoideum	509	PF00067	30..493
Q1ZXH9	reviewed	Probable lanosterol 14-alpha demethylase	44689	Dictyostelium discoideum	466	PF00067	26..454
Q1ZXI7	reviewed	Probable cytochrome P450 513F1	44689	Dictyostelium discoideum	504	PF00067	29..496
Q1ZXL2	reviewed	Probable cytochrome P450 518B1	44689	Dictyostelium discoideum	490	PF00067	30..485
Q1ZXL7	reviewed	Probable cytochrome P450 508A3	44689	Dictyostelium discoideum	479	PF00067	32..458
Q1ZXN4	reviewed	Probable cytochrome P450 519C1	44689	Dictyostelium discoideum	524	PF00067	33..519
Q27513	reviewed	Putative cytochrome P450 CYP13A4	6239	Caenorhabditis elegans	520	PF00067	32..510
Q27514	reviewed	Putative cytochrome P450 CYP13A5	6239	Caenorhabditis elegans	520	PF00067	32..509
Q27515	reviewed	Putative cytochrome P450 CYP13A6	6239	Caenorhabditis elegans	518	PF00067	30..510
Q27516	reviewed	Putative cytochrome P450 CYP13A8	6239	Caenorhabditis elegans	509	PF00067	27..492
Q27517	reviewed	Putative cytochrome P450 CYP13A3	6239	Caenorhabditis elegans	520	PF00067	32..502
Q27518	reviewed	Putative cytochrome P450 CYP13A2	6239	Caenorhabditis elegans	515	PF00067	35..497
Q27519	reviewed	Putative cytochrome P450 CYP13A7	6239	Caenorhabditis elegans	518	PF00067	32..501
Q27520	reviewed	Putative cytochrome P450 CYP13A1	6239	Caenorhabditis elegans	519	PF00067	36..503
Q27589	reviewed	Cytochrome P450 4d2	7227	Drosophila melanogaster	501	PF00067	32..480
Q27593	reviewed	Cytochrome P450 6a8	7227	Drosophila melanogaster	506	PF00067	38..496
Q27594	reviewed	Cytochrome P450 6a9	7227	Drosophila melanogaster	504	PF00067	35..495
Q27606	reviewed	Cytochrome P450 4e2	7227	Drosophila melanogaster	526	PF00067	35..469
Q27664	reviewed	Cytochrome P450 6B2	29058	Helicoverpa armigera	504	PF00067	34..490
Q27698	reviewed	Cytochrome P450 6d1	7370	Musca domestica	516	PF00067	59..503
Q27712	reviewed	Cytochrome P450 2L1	6737	Panulirus argus	492	PF00067	26..487
Q27756	reviewed	Cytochrome P450 6B3	7146	Papilio polyxenes	498	PF00067	32..493
Q27902	reviewed	Cytochrome P450 6B4	45779	Papilio glaucus	500	PF00067	33..491
Q28827	reviewed	Cholesterol side-chain cleavage enzyme, mitochondrial	9986	Oryctolagus cuniculus	445	PF00067	49..440
Q29473	reviewed	Cytochrome P450 2D15	9615	Canis lupus familiaris	500	PF00067	37..497
Q29478	reviewed	Cytochrome P450 2C31	9923	Capra hircus aegagrus	284	PF00067	2..274
Q29488	reviewed	Cytochrome P450 2D17	9541	Macaca fascicularis	497	PF00067	34..493
Q29496	reviewed	Cytochrome P450 3A24	9940	Ovis aries	503	PF00067	39..493
Q29497	reviewed	Steroid 17-alpha-hydroxylase/17,20 lyase	9940	Ovis aries	509	PF00067	28..492
Q29510	reviewed	Cytochrome P450 2C30	9986	Oryctolagus cuniculus	489	PF00067	30..486
Q29527	reviewed	Cytochrome P450 11B1, mitochondrial	36229	Papio hamadryas ursinus	503	PF00067	42..491
Q29552	reviewed	Cytochrome P450 11B1, mitochondrial	9823	Sus scrofa	503	PF00067	42..494
Q29605	reviewed	Aromatase	9986	Oryctolagus cuniculus	503	PF00067	53..483
Q29624	reviewed	Aromatase 1	9823	Sus scrofa	503	PF00067	51..483
Q29626	reviewed	Prostacyclin synthase	9913	Bos taurus	500	PF00067	269..491
Q2HEW1	reviewed	Cytochrome P450 monooxygenase cheG	306901	Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970)	340	PF00067	129..335
Q2KIG5	reviewed	Thromboxane-A synthase	9913	Bos taurus	533	PF00067	46..286,325..524
Q2LA59	reviewed	Steroid 21-hydroxylase	13125	Lynx lynx	492	PF00067	48..476
Q2LA60	reviewed	Steroid 21-hydroxylase	9685	Felis catus	492	PF00067	48..475
Q2LCM1	reviewed	Steroid 21-hydroxylase	9612	Canis lupus	492	PF00067	48..469
Q2MJ19	reviewed	Cytochrome P450 72A68	3880	Medicago truncatula	520	PF00067	88..493
Q2MJ20	reviewed	Beta-amyrin 28-monooxygenase	3880	Medicago truncatula	479	PF00067	35..451
Q2MJ21	reviewed	Cytochrome P450 716A67	3880	Medicago truncatula	520	PF00067	87..499
Q2PBY6	reviewed	Cytochrome P450 monooxygenase cloA	5111	Claviceps purpurea	507	PF00067	160..475
Q2PG45	reviewed	Thromboxane-A synthase	9541	Macaca fascicularis	533	PF00067	46..525
Q2QUC5	reviewed	Tryptamine 5-hydroxylase	39947	Oryza sativa subsp. japonica	523	PF00067	39..499
Q2QYH7	reviewed	Cytochrome P450 714C2	39947	Oryza sativa subsp. japonica	522	PF00067	93..498
Q2RAP4	reviewed	Cytochrome P450 90A3	39947	Oryza sativa subsp. japonica	501	PF00067	43..475
Q2U0J6	reviewed	Cytochrome P450 monooxygenase hepH	510516	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	521	PF00067	58..484
Q2U0J9	reviewed	Cytochrome P450 monooxygenase hepE	510516	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	548	PF00067	171..519
Q2U0K0	reviewed	Cytochrome P450 monooxygenase hepD	510516	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	500	PF00067	59..489
Q2U0K1	reviewed	Cytochrome P450 monooxygenase hepC	510516	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	509	PF00067	56..498
Q2UAZ8	reviewed	Cytochrome P450 monooxygenase ppsD	510516	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	528	PF00067	31..493
Q2UEK3	reviewed	Cytochrome P450 monooxygenase astB	510516	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	512	PF00067	30..447
Q2UEK5	reviewed	Cytochrome P450 monooxygenase astD	510516	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	512	PF00067	65..494
Q2UEK7	reviewed	Cytochrome P450 monooxygenase astF	510516	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	521	PF00067	43..464
Q2UEL1	reviewed	Cytochrome P450 monooxygenase astJ	510516	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	500	PF00067	41..480
Q2UNA2	reviewed	Bifunctional cytochrome P450/NADPH--P450 reductase	510516	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	1103	PF00067	12..457
Q2UPB1	reviewed	Cytochrome P450 monooxygenase aclC	510516	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	486	PF00067	65..452
Q2UPB7	reviewed	Cytochrome P450 monooxygenase aclB	510516	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	527	PF00067	165..503
Q2UPC4	reviewed	Cytochrome P450 monooxygenase aclL	510516	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	490	PF00067	58..471
Q2UPC5	reviewed	Cytochrome P450 monooxygenase aclO	510516	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	306	PF00067	184..270
Q2XNC8	reviewed	Cytochrome P450 2D6	9598	Pan troglodytes	497	PF00067	34..493
Q2XNC9	reviewed	Cytochrome P450 2D6	9597	Pan paniscus	497	PF00067	34..493
Q2XV99	reviewed	Cholesterol side-chain cleavage enzyme, mitochondrial	9541	Macaca fascicularis	521	PF00067	52..511
Q2XVA1	reviewed	Steroid 17-alpha-hydroxylase/17,20 lyase	9541	Macaca fascicularis	508	PF00067	28..492
Q30DW6	reviewed	Cytochrome P450 monooxygenase cypX	64363	Dothistroma septosporum	511	PF00067	74..476
Q33DX9	reviewed	(+)-piperitol/(+)-sesamin synthase CYP81Q2	300843	Sesamum radiatum	506	PF00067	37..483
Q33DY0	reviewed	(+)-piperitol/(+)-sesamin synthase CYP81Q1	4182	Sesamum indicum	506	PF00067	37..483
Q38Q84	reviewed	Cytochrome P450 82E3	4097	Nicotiana tabacum	518	PF00067	35..500
Q38Q87	reviewed	Nicotine N-demethylase CYP82E4	4097	Nicotiana tabacum	517	PF00067	35..499
Q3LFT9	reviewed	Cytochrome P450 1A2	9767	Balaenoptera acutorostrata	516	PF00067	42..503
Q3LFU0	reviewed	Cytochrome P450 1A1	9767	Balaenoptera acutorostrata	516	PF00067	44..495
Q3MID2	reviewed	Cytochrome P450 4F3	10116	Rattus norvegicus	524	PF00067	52..503
Q3S2T8	reviewed	Dihydromonacolin L monooxygenase mokC	89488	Monascus pilosus	524	PF00067	152..498
Q40778	reviewed	Allene oxide synthase	35935	Parthenium argentatum	473	PF00067	301..401
